sample_ind,rho,sim_steps
199,2.8934540417113377,703
200,2.4756592917383937,697
201,2.2666789886788017,697
202,2.526359604381536,697
203,4.664409050931715,704
204,2.9019536897680487,703
205,2.403381842900769,696
206,4.555125517506983,699
207,2.501164937113195,696
208,2.502160983897255,696
