point.objects.object0.heading,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.velocity[0],point.objects.object0.velocity[1],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],rho
0.06290566170347185,-64.32757633037805,-105.05210788383593,0.0,0.0,0.028222972733522766,-52.791715397879194,-105.62849152386279,0.0,0.0,2.9096598891748897
0.07863126579079562,-64.50418317555005,-105.52377491744728,0.0,0.0,0.05511470221731351,-53.104964371375836,-104.51077880469768,0.0,0.0,2.9154356148581364
-0.06640811916335271,-66.24066501630652,-104.54473705085235,0.0,0.0,0.0784023728287858,-56.21376681571928,-105.69310168478584,0.0,0.0,4.699584255652217
-0.012167313420310183,-63.55107935068666,-105.01201253000343,0.0,0.0,-0.009596879613995128,-53.226279178360855,-104.04128262264074,0.0,0.0,4.2615927097743285
-0.03435815105505867,-64.32244611864529,-104.84201864609268,0.0,0.0,0.046749742782784834,-53.959188212680836,-104.72464386052972,0.0,0.0,4.066530174036842
-0.029484905038595126,-62.825436510197335,-105.05363736425663,0.0,0.0,-0.06083951860540084,-54.844745960326975,-104.45450736430766,0.0,0.0,2.826391980473508
-0.012787115427854405,-64.46786450863567,-104.92933465428288,0.0,0.0,0.022366153235893683,-52.857480924423356,-104.09958710600282,0.0,0.0,2.717412554682337
-0.0052860583337724296,-62.711852027898104,-104.28153358250756,0.0,0.0,-0.08716359823323294,-53.58892722316745,-104.07312654813776,0.0,0.0,4.065208513983334
0.08356699294286815,-64.73814629150841,-105.39843762873156,0.0,0.0,0.08237910418583877,-53.482768582049424,-105.44920825370204,0.0,0.0,3.2160807133478357
0.03850578231003553,-64.71746987642166,-104.33107820659107,0.0,0.0,-0.0733021561324712,-56.34580306259638,-104.41494726017932,0.0,0.0,3.338371866894027
