sample_ind,rho,sim_steps
1178,4.285298204086692,1732
1179,3.8934958375800957,1996
1180,2.718429582061236,1738
1181,3.4391087788190244,1761
1182,3.9101485539925864,1764
1183,3.523736518203636,1745
1184,-0.009994438038122055,1394
1185,3.0125715839799927,1755
1186,3.7988273930468974,1753
1187,4.378914857152882,1773
1188,3.5330373963599655,1769
1189,3.9672938052802547,1774
1190,2.3227286089601344,1744
1191,3.9554764678505254,1990
1192,4.338648543045096,1768
1193,3.5482310545426827,2014
1194,4.00924617924616,1990
1195,2.8648532987620907,2010
1196,4.642532963116125,1750
1197,2.6378309844432497,2016
1198,2.759892979744766,1730
1199,3.5168398629765676,1737
1200,1.8839812200028145,1758
1201,4.237227972201071,1744
1202,3.725313691088557,1717
1203,2.2370753428604875,1990
1204,3.718885089444292,1715
1205,4.6527070943324045,1755
1206,2.813197995414802,1747
1207,3.2513355193768607,2003
1208,3.1430890270574263,1998
1209,2.0818355999394385,1755
1210,2.7255663157024577,1745
1211,4.385412782477886,1756
1212,2.6171494543203933,2021
1213,4.394799749673693,1780
1214,1.563612395957385,1743
1215,3.4250512615974955,2001
1216,2.1039868532524384,1763
1217,2.8618413151540434,2009
1218,3.0384251322449796,1705
1219,3.3187070883756267,1762
1220,3.0649955974016727,1740
1221,2.812966553207385,2010
1222,3.5438902210689207,1740
1223,2.7069303702572602,1732
1224,3.0982270824727536,1987
1225,-0.0969374406164274,1520
1226,3.982047423859157,1994
1227,1.661511651215724,1984
1228,3.1744462063296606,1986
1229,4.537228130183527,1758
1230,3.9527806031790185,1750
1231,1.079604044044177,1740
1232,4.327132243357527,1727
1233,3.339556985455557,1743
1234,3.6551922585318852,1727
1235,2.836655211194259,1996
1236,-0.016142407756959187,1586
1237,3.630379344243037,1717
1238,-0.02318401045283025,1437
1239,0.8496655696839888,1984
1240,-0.05624080684460786,1432
1241,3.031623970619469,2005
1242,2.985306538167915,1994
1243,3.5102562740582357,2024
1244,3.098888673239559,1736
1245,3.4759704585222035,2011
1246,2.273690389780107,1721
1247,2.241447840641621,1995
1248,2.2875588936573266,1712
1249,3.9498418669751842,1731
1250,3.9367456133536507,1761
1251,3.8690930561336145,1999
1252,3.1181606742647947,1717
1253,3.2795738259843414,1985
1254,2.9157551987837955,1754
1255,3.229938225706169,1753
1256,4.08527706360527,1990
1257,3.5476346683628517,2000
1258,3.1895909278378323,1725
1259,3.977309323731305,1773
1260,4.250103836056789,1722
1261,3.5313313112543163,1743
1262,4.5583728924051545,1761
1263,2.6943249313786186,1744
1264,3.1712466075728116,2014
1265,3.1645841256484424,2001
1266,1.6756000139861458,1736
1267,2.870268490604415,1729
1268,2.404272510928555,1766
1269,-0.052585358160209594,1672
