sample_ind,rho,sim_steps
97,3.0581173413925686,662
98,3.2709426703724933,672
99,4.037377850063672,673
100,2.2554363501675194,680
101,3.965459969961275,670
102,3.3745001591457893,663
103,3.1529668305599827,674
104,2.3695094366613922,667
105,3.3619765260244847,662
106,3.0946482338620935,662
107,3.9552249900771095,680
108,3.1501013262432735,674
109,2.2804851194207405,657
110,2.2549722189428927,663
111,3.1095472003072206,652
112,3.6957320109831393,662
113,3.963643636355071,682
114,2.2806893117324094,663
115,3.600247707089773,674
116,3.601914661443578,675
117,3.097733588514158,663
118,3.1087842712333185,665
119,2.4683098229830307,652
120,3.3665613141784014,665
121,-0.03807269360265675,421
122,-0.039772499254768334,441
123,-0.10810560974194772,570
124,3.964676801598909,671
125,2.6083985895531914,667
126,3.0944636953823395,663
127,3.306804208812416,674
128,3.9637223857983255,670
129,3.35979155758287,665
130,3.364403490290762,663
131,2.209678260435741,676
132,-0.06748399776521019,567
133,3.0965423469438598,663
134,3.978574824047305,671
135,-0.0008044198910219791,588
136,2.4683075482738044,653
137,3.3730138769624975,657
138,2.2938920553521136,677
139,3.348327366403282,663
140,4.037377850063672,688
141,2.2926477738513125,663
142,2.2434911832817015,677
143,2.2457185774184296,674
144,3.5834733920734685,680
145,2.2465650333579745,674
146,3.598771151659303,675
147,3.6132094191236384,674
148,3.3618684861580004,662
149,2.296025846469023,663
150,2.4683110971182813,663
151,2.7870706381277692,652
152,3.36956921174583,654
153,3.966625355190631,683
154,2.2460902088197834,674
155,3.332818752022,663
156,3.4157455792700873,662
157,2.468310077801428,677
158,2.6083901299898127,667
159,3.1462325612726527,674
