ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
5.546297088949064,-43.76130788753994,-2.9887562392137546,-4.564483168643938,-45.52355302530984,-3.1412958426233692
43.104244667597335,-5.4028691771015644,1.3773507475527245,44.90432589897654,2.337125198371491,1.5011825239776024
45.743670897989254,-7.822138709269931,1.596734517986444,44.87401223388143,4.610386637854724,1.6039359016893442
44.68748636170451,-8.183871445538571,1.5867576301981425,44.87152905824408,4.572261793341486,1.6031933622710877
101.8260214852397,-14.672611937192137,1.3641639484751353,105.12482727855166,-4.449353526630155,1.4566988929693956
6.319181553141404,-44.486574547663295,-2.9431279269255985,-4.533994016393831,-45.658471787724395,3.1182613590613673
44.670125787483876,-8.17065445657919,1.5751202847356303,44.86923578508313,4.5943550484883335,1.6036695154853708
44.84503268629803,-5.673806033322648,1.5728361912027238,44.86664163053722,4.566158772971131,1.6040751128882837
102.49576734733114,-15.591177511418165,1.2919318093545458,104.93391058271382,-4.4919911924519305,1.451874162223911
44.45312344881942,-5.404017079382248,1.5330332774237092,44.94643242947167,2.868017490863785,1.570890337367822
7.420879108598637,-44.46888778109195,-3.049033697627339,-4.584685499897073,-44.734579858530495,3.0059670273374457
44.85357771273601,-5.638668375119334,1.5717730196038964,44.868602100065786,4.609727312974449,1.6056294730290577
5.799291291939926,-45.044360660656416,-3.0085699565274577,-4.567898950844998,-45.37385002708089,3.1131713545767083
102.6707196139605,-14.45515452292498,1.3319551425339267,104.81869141270889,-4.426166163813474,1.4576651968019878
7.125315680754439,-43.901279593008326,-2.9916857170882274,-4.509170641622889,-45.65942842844164,3.1172903896927173
102.79978987508912,-14.481656262131965,1.3574341207435918,104.80940227053486,-4.62820389205438,1.4560525692760704
6.08038343739341,-43.82639224301811,-3.0326756353541042,-4.580784315843089,-45.354247119150564,3.1275918305643455
44.81550808045604,-6.396196041210998,1.5906628065073694,44.78858675279992,4.592166304184989,1.6008949324416581
