sample_ind,rho,sim_steps
160,2.7918147931867736,698
161,3.9848799978901024,702
162,3.01364617468732,697
163,2.886525554119194,696
164,2.2154280950491447,696
165,2.214916525932111,697
166,3.9826698756845165,702
167,2.308019126400879,698
168,3.0171072707443614,697
169,3.982187906646999,702
170,2.2169852779233494,697
171,-0.022897683768061228,575
172,2.2377769533632215,699
173,2.2500697150399365,697
174,2.9267357672682124,697
175,2.2520633529724243,698
176,3.4343129813510522,697
177,2.8148608576172265,696
178,3.98338334141164,702
179,-0.0145580520349462,550
180,2.2427312904433307,697
181,3.9829234842728702,702
182,2.215601444291398,697
183,2.9855292789521304,697
184,3.982128903941181,702
185,2.9144108108391364,697
