point.objects.object0.heading,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.velocity[0],point.objects.object0.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],rho
1.2788895175768271,41.192864139303644,-78.40941307336384,0.0,0.0,0.0,0.0,1.0,17.31818181818182,-36.29591836734694,1.3714016605387997,44.290982190748956,-69.06899987970999,0.0,0.0,4.364575611326542
1.2131352467746626,41.63951467282247,-78.49397766636892,0.0,0.0,1.0,0.0,0.0,21.106060606060606,-54.19387755102041,1.35834999467036,44.11669386149691,-69.8808475356527,0.0,0.0,3.9313336388545235
1.2053430865839896,41.720281669292994,-78.50304966405089,0.0,0.0,1.0,1.0,1.0,20.803030303030305,-36.41836734693877,1.38099601085277,44.40298054627584,-68.49562598424568,0.0,0.0,4.530800482758075
1.260404232968482,41.28825602120723,-78.47063153828405,0.0,0.0,1.0,1.0,1.0,13.378787878787879,-36.724489795918366,1.3546365590651246,43.98150024955164,-70.29119009787888,0.0,0.0,3.558592789096947
1.260404232968482,41.28825602120723,-78.47063153828405,0.0,0.0,1.0,1.0,1.0,10.5,-35.62244897959184,1.3546365590651246,43.98150024955164,-70.29119009787888,0.0,0.0,3.611423981266494
1.288017738251982,41.445629811751274,-78.42431820716907,0.0,0.0,0.0,1.0,0.0,24.439393939393938,-53.642857142857146,1.370419227858327,44.255057947550206,-69.1728127122684,0.0,0.0,4.549348855328887
1.3208535005510487,41.31234209287153,-78.55459070400285,0.0,0.0,0.0,1.0,0.0,18.227272727272727,-37.826530612244895,1.3838330558009153,44.37464406703021,-68.39649256472013,0.0,0.0,3.9571353383004713
1.274364898865487,41.31678899048441,-78.49196155567225,0.0,0.0,1.0,1.0,1.0,13.530303030303031,-54.5,1.3827492138058926,44.373467238505214,-68.42190794930112,0.0,0.0,4.371035730659784
1.2369284771441522,40.50660157369265,-80.41577445877084,0.0,0.0,0.0,0.0,1.0,25.045454545454547,-52.785714285714285,1.3825816509708526,44.393023584943926,-68.4201529758703,0.0,0.0,2.2815130031827398
1.280858620631969,41.31944078903638,-78.43159881102609,0.0,0.0,1.0,1.0,1.0,22.924242424242422,-35.744897959183675,1.3557793982559256,44.00787236560646,-70.23499177374627,0.0,0.0,3.5722501577099557
