sample_ind,rho,sim_steps
601,3.5664298615925425,1995
602,3.3528628924079875,2014
603,3.9551180577601794,2005
604,2.789623939606586,1999
605,-0.04678247264832436,1539
606,3.77610651575389,2015
607,3.6934487257621935,2019
608,3.4322352619236103,1989
609,3.5009837296366992,2015
610,3.274716251046719,1999
611,2.3502474835070917,1989
612,3.992311885897543,2021
613,3.1402453831905657,2001
614,-0.03395595905049298,1523
615,3.4149003685682295,2005
616,3.123013854185027,2014
617,1.932790196648865,1979
618,-0.05083204877364622,1488
619,4.040989589721233,2025
620,3.9269120132419406,1984
621,2.6173531700646127,1989
622,3.2105958350810475,2003
623,3.8043354176028377,2015
624,2.8160825445288937,2014
625,3.359853729468643,1985
626,3.8815644774338622,2010
627,-0.0202813859453439,1425
628,1.5761979328382658,1991
629,-0.030798613113725892,1495
630,2.668368445540583,2014
631,-0.033351505855174324,1447
632,1.6571807861393513,2019
633,2.227015193879776,1984
634,3.0423929882364433,2012
635,3.5029593316987775,2010
636,3.4642675320276695,2009
637,3.1312288027702593,2016
638,3.974327090887485,2014
639,2.130632467913877,2012
640,2.989473382826681,1989
641,2.243818154217278,1989
642,2.7513437084480756,1986
643,-0.03863835380808567,1476
644,3.9578200315583114,2020
645,2.8307229342274427,1998
646,3.9183170934761833,1995
647,3.1091783676191476,2004
648,-0.01687294879893564,1392
649,2.981137372841168,2004
650,3.545507420962055,2005
651,3.406756801457325,2000
652,3.020747525319326,1990
653,3.149529808278876,1985
654,3.691608031747176,2010
655,3.4150108136170285,2014
656,-0.008483816865188842,1532
657,2.7419588583631116,2005
658,2.7949763510910444,2009
659,3.803773382069954,2010
660,3.9479253179269858,1994
661,2.568934279246834,1994
662,1.8602294089625655,1990
663,1.832131538601761,1994
664,3.2458507588905263,2014
665,-0.010069698427653151,681
666,3.7677596585824986,1988
667,-0.08055253157506748,1527
668,2.48629343674041,2019
669,3.588489694982874,2007
670,2.640673404544268,1998
671,3.41532033963599,2014
672,3.58791548895703,1990
673,3.857036200430297,2020
674,-0.06886978508944708,1479
675,2.134631991003576,2019
676,2.6133864667700877,2024
677,3.224473200267443,1999
678,3.6237238538746457,1993
679,-0.06302545429477924,1491
680,-0.04981638840329339,1505
681,3.9308429176252027,2000
682,3.8267729480187764,2014
683,3.648635596676371,1999
684,2.486454966554078,2025
685,3.1706427659551384,2009
686,3.475563204126754,2016
687,3.829948662872617,1990
688,2.9977961988944717,1997
689,-0.0068636280475722344,1553
690,3.6337047937970244,1995
691,-0.0032201875675283986,1274
692,-0.10031222722010469,1499
693,3.2554837437947146,2000
694,2.5116930065977243,2001
695,-0.04249026790570909,1533
696,3.003547396752806,2017
697,3.868425883878011,2004
698,-0.05373153690047161,1384
699,3.9953515571349065,2000
700,3.2917440823231185,1984
