ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
102.52438326946748,-15.613670066494073,1.38575530345239,104.78599169614954,-4.411229414383062,1.4581350882055857
102.3551457873078,-15.827649289136229,1.3993150912602528,104.85716756245556,-4.458100204033325,1.4560428573955344
103.0035359672501,-14.983866536546653,1.2564243995465194,105.23831611500653,-4.443691344677843,1.461343122882604
102.62976324604433,-14.478424823582746,1.364701963200941,104.63372285073278,-4.613978180278944,1.4568985137340205
102.02213367858336,-15.327811048471291,1.5302605327623209,104.82446142921566,-4.459382269492319,1.4556723480253109
102.50973431550939,-14.760761721972546,1.3439149342317793,104.78261606504356,-4.468229902333532,1.4565213514839417
102.5982486966577,-15.788078050385474,1.4059954917426332,104.78823220313588,-4.431005471130289,1.4588687461465144
102.4711045903868,-15.583173938061682,1.2858762209255945,105.24549684776927,-4.469727594176775,1.4621921866597896
102.09153623454644,-15.850560149850716,1.4108676024609168,104.76073771318568,-4.436974227555598,1.4569119704639113
102.30094539921025,-16.544947294084864,1.2626399293337454,105.19886171089708,-4.482460052632104,1.4598159595385642
102.40340658886956,-15.128811350643602,1.3052379704658115,104.98638048736483,-4.4606359814719845,1.4529179062805584
102.80961065775247,-16.025416577764407,1.227992799315372,105.29255107381307,-4.432169193842224,1.4656220797195747
102.66914336161759,-14.679239057443295,1.3727732151110745,104.78732066903599,-4.470189472101718,1.455975154425611
102.54834413222025,-14.402803781203126,1.3284509863624274,104.81733075532412,-4.5383454486207935,1.4560163977157132
102.14758090865739,-16.40639635820431,1.42878143757583,104.78664368008863,-4.4124697807900075,1.458837626639828
102.65488452146133,-15.020388657737007,1.3049864863342067,105.26508260392458,-4.415878015568093,1.4635553283713618
102.49293718168678,-15.226971513871572,1.382793777385688,104.78627143564827,-4.400781053282987,1.4580627689411192
102.16710832653149,-16.469875795868766,1.303719011411371,105.16266391606977,-4.49458878752205,1.4583573486837147
102.54310041316558,-15.90970943878788,1.2878751236691506,105.25320159168045,-4.467216768270319,1.4624473318709301
102.2615965773045,-15.299253851686533,1.505267934319771,104.80486541118958,-4.396286866497086,1.4579946980660436
102.83105391607799,-14.435896643871596,1.296532834918661,105.15887918900428,-4.576031964184615,1.4571207111561666
102.17837112830587,-15.696656401129003,1.3615887448072004,104.88949003639397,-4.393793484212443,1.4579708965972096
102.29594540474638,-15.138751273166092,1.314548714637626,105.216014012395,-4.460172086452072,1.4608675781614782
102.30809456967414,-16.305562234377927,1.4003805897253059,104.56643966048331,-4.469184278799938,1.4612210548501527
102.73250767311532,-14.395769092224253,1.3545076105846174,104.77316470282037,-4.588574748318575,1.4545280605695152
102.54945715686812,-14.40503174762915,1.3775185435384025,104.78078133689169,-4.445678270908845,1.4571412931342067
102.48801975373007,-16.721839001133134,1.253561656010194,105.11573273704559,-4.48154171799665,1.4561921233728388
102.76326433077925,-14.458617243993864,1.379269058532893,104.66260592844809,-4.5364865882128615,1.4601165913673766
102.5263386331619,-15.599016365185166,1.303031004273041,105.23749231509724,-4.461727701880141,1.4612940955668867
102.41646366850894,-15.57257943053927,1.2932352590548994,105.24040672862365,-4.433256023721807,1.4623464940270468
102.77421971001266,-14.464338705955019,1.2968006895917736,105.08424241792135,-4.70741975016917,1.4521250794493517
102.5821435739863,-15.235791333215026,1.3771777974549992,104.78328277159659,-4.438728464656627,1.4583437518558269
103.03938450500871,-14.396790851584836,1.3049585209565002,104.51274980649512,-4.86199948775144,1.457137264228317
