sample_ind,rho,sim_steps
101,-0.09453208385572331,590
102,4.364575611326542,658
103,3.9313336388545235,674
104,4.530800482758075,655
105,3.558592789096947,682
106,-0.05630638620154116,419
107,3.611423981266494,686
108,4.549348855328887,668
109,3.9571353383004713,677
110,4.371035730659784,676
111,-0.020686590222220858,447
112,2.2815130031827398,677
113,3.5722501577099557,683
114,4.634930943326477,680
115,4.372078067474435,666
116,4.1418446376705,658
117,-0.009922534892183421,682
118,3.0376464858541983,677
119,3.2210696159223815,675
120,4.421893946366231,682
121,3.676545321494258,679
122,4.342768970186903,676
123,2.3012450760801677,677
124,-0.08142752516759444,580
125,3.7798317862099324,663
126,4.339959036028427,670
127,3.8107091981429253,680
128,3.2896836445802187,671
129,4.107425128211384,663
130,3.2888499277957877,686
131,4.124986425724746,663
132,3.884800197913366,652
133,-0.003628271689593454,437
134,2.280553462553252,677
135,-0.00849397403710661,538
136,4.452286897402782,679
137,3.3501852693361123,682
138,4.363893707770124,680
139,4.549727282340697,673
140,3.2277911238433763,674
141,2.975613055023869,675
142,3.493823732546087,684
143,2.2837686097637064,676
144,4.0593653546102,676
145,4.071469396240316,655
146,4.479876494601882,678
147,3.3561065620756096,667
148,4.299651073263661,677
149,2.2666747608454365,676
150,2.251161954847145,663
151,3.3610352769120784,663
152,3.570442658957715,682
153,3.9296816404565593,670
154,4.015077889470334,676
155,2.300825832980955,678
156,4.5474477327761775,668
157,3.2232691538912857,686
158,4.057497279552466,676
159,3.7255644943493404,664
160,3.071577654678114,673
161,3.3143385015787867,681
162,4.670271317518445,668
163,3.041061756818914,676
164,3.350006928430558,681
165,3.3119121046296502,681
166,2.5251732866662806,663
167,4.748140021361188,669
168,4.481813884591148,652
169,2.266247749652468,673
170,3.2520739316410374,674
171,4.554511404985698,664
172,3.3509250507230135,652
173,2.306695930759709,663
174,3.2220628560228093,681
175,3.023792518892275,667
176,2.8509320316579467,679
177,-0.08195102232273399,450
178,-0.0820410620776002,428
179,4.282797408307564,677
180,4.048919750410857,674
181,2.893133171564177,669
182,4.5617711664247995,667
183,4.693147318599118,678
184,4.292180076132091,678
185,4.44909777414416,667
186,4.56063347717016,662
187,4.507514666137972,680
188,3.880028448846872,676
189,2.9072636897479605,666
190,4.520148883913503,683
191,3.572402032287833,683
192,4.102447160313533,678
193,4.526452656597513,663
194,4.5118249992610835,681
195,4.2859350912565475,674
196,3.4946706877582567,668
197,4.178249906793292,672
198,3.028847793396153,667
199,3.493823732546087,684
200,4.280816718122722,674
