point.objects.object0.heading,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.velocity[0],point.objects.object0.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],rho
0.06597179150739865,-64.54860856556627,-105.54364749777908,0.0,0.0,0.0,1.0,0.0,61.14141414141414,-35.744897959183675,-0.0366608778627055,-54.11465039963689,-105.90451284915868,0.0,0.0,3.5664298615925425
0.03603497782769893,-66.2308926610452,-105.73159119752204,0.0,0.0,0.0,0.0,1.0,61.04040404040404,-36.173469387755105,0.024482677631873527,-55.948789974857874,-104.51830020396437,0.0,0.0,3.3528628924079875
-0.023434258578005806,-63.45902895765608,-105.59350132047578,0.0,0.0,0.0,0.0,1.0,66.8989898989899,-52.05102040816327,-0.06363001264285911,-54.44950735621064,-105.0665943377548,0.0,0.0,3.9551180577601794
-0.04850469060366427,-62.574709878122746,-104.22475169983689,0.0,0.0,0.0,0.0,1.0,64.57575757575758,-37.704081632653065,0.00944855849754296,-54.407987937764595,-105.20083713180044,0.0,0.0,2.789623939606586
0.06087312709016424,-65.85104178275273,-104.65419255614304,0.0,0.0,1.0,1.0,1.0,58.81818181818182,-37.45918367346939,0.0165274359529148,-56.01588365056952,-105.96538802151473,0.0,0.0,3.77610651575389
-0.03900943156717197,-65.57312106480849,-105.05806186106977,0.0,0.0,1.0,0.0,0.0,59.525252525252526,-36.96938775510204,0.029293712292362505,-56.39322293210206,-104.56934995888817,0.0,0.0,3.6934487257621935
0.07592553004459719,-64.25449014441179,-105.79832839456304,0.0,0.0,0.0,1.0,0.0,62.25252525252525,-37.1530612244898,0.05807130784865436,-53.62510571742938,-105.4670464736691,0.0,0.0,3.4322352619236103
-0.058977466160943175,-65.56787900418375,-104.42881440137515,0.0,0.0,1.0,1.0,1.0,62.656565656565654,-52.54081632653061,-0.08334896801953189,-55.5264662368699,-104.62615845023524,0.0,0.0,3.5009837296366992
0.01760041935330428,-65.37247052348566,-104.55159116287362,0.0,0.0,0.0,1.0,0.0,62.05050505050505,-37.52040816326531,0.04704148638074556,-54.57628147325657,-104.50638379012833,0.0,0.0,3.274716251046719
0.06309550365885398,-65.07317077088626,-104.61182364343932,0.0,0.0,1.0,1.0,1.0,57.80808080808081,-51.62244897959184,0.010190441228494145,-53.02764035225221,-104.20596855217687,0.0,0.0,2.3502474835070917
0.0059938900232025276,-65.4919171183258,-105.43964534372515,0.0,0.0,1.0,0.0,0.0,66.29292929292929,-54.07142857142857,-0.06582991861409038,-56.30200247577123,-104.36357176141716,0.0,0.0,3.992311885897543
-0.018975830432706675,-64.35302235315005,-104.7853726338252,0.0,0.0,1.0,0.0,0.0,62.05050505050505,-53.33673469387755,-0.03134465988971169,-53.839475274891804,-104.98702742282913,0.0,0.0,3.1402453831905657
-0.030745958455032342,-64.14341611952221,-105.2906536281187,0.0,0.0,0.0,0.0,1.0,57.303030303030305,-37.03061224489796,-0.08675153682891577,-54.994419486681245,-105.32867401923235,0.0,0.0,3.4149003685682295
0.041902427036887395,-64.61822326955235,-104.0548768825427,0.0,0.0,0.0,0.0,1.0,59.525252525252526,-36.60204081632653,0.04828911172126378,-56.21554279980846,-104.88694541517509,0.0,0.0,3.123013854185027
-0.010167478071158519,-65.39752810776753,-105.17809509273896,0.0,0.0,0.0,1.0,0.0,62.35353535353536,-36.8469387755102,0.06302193510641478,-52.540266793656855,-105.58042738017281,0.0,0.0,1.932790196648865
0.025324662640225575,-65.96994693557683,-104.12281616762066,0.0,0.0,0.0,1.0,0.0,58.515151515151516,-54.316326530612244,0.0270809291472784,-56.301814576508306,-105.06211242943847,0.0,0.0,4.040989589721233
-0.08370264813601741,-62.70514551093384,-105.98288038570031,0.0,0.0,0.0,1.0,0.0,63.26262626262626,-38.37755102040816,-0.05746444401683929,-52.75694851849241,-104.57109123629526,0.0,0.0,3.9269120132419406
-0.08722927382241502,-64.56835875112877,-104.5770452275159,0.0,0.0,1.0,0.0,0.0,58.91919191919192,-53.39795918367347,0.03669274514635378,-53.04826209453587,-104.02046757348323,0.0,0.0,2.6173531700646127
-0.004449748502294964,-64.91305453497384,-105.92322867546044,0.0,0.0,0.0,1.0,0.0,65.88888888888889,-53.765306122448976,0.01124013825972312,-54.25345753531202,-104.78130644942627,0.0,0.0,3.2105958350810475
0.053366774635748015,-65.8394491111976,-104.42895850210482,0.0,0.0,1.0,1.0,1.0,59.02020202020202,-37.52040816326531,-0.005540079468761844,-55.86542195604058,-104.96220590491602,0.0,0.0,3.8043354176028377
0.0500315361510126,-63.77450499902532,-105.2537059378003,0.0,0.0,1.0,1.0,1.0,63.26262626262626,-53.88775510204081,0.00949402640226391,-55.93976843337859,-105.85505856337929,0.0,0.0,2.8160825445288937
0.049411265294115665,-63.45236670783421,-105.72927481281518,0.0,0.0,1.0,1.0,1.0,59.02020202020202,-35.5,-0.02330232894717019,-53.01269068026629,-105.07169185329572,0.0,0.0,3.359853729468643
-0.0201173424061635,-64.61601281670191,-105.67682042357205,0.0,0.0,0.0,0.0,1.0,58.41414141414141,-52.66326530612245,-0.04853848337329325,-55.25817477638512,-105.07657779408014,0.0,0.0,3.8815644774338622
-0.040079142912607855,-66.29736266982755,-104.92548252752842,0.0,0.0,0.0,1.0,0.0,66.29292929292929,-36.234693877551024,0.03296366888921187,-53.21348045656035,-104.43087307342583,0.0,0.0,1.5761979328382658
-0.08546140323054259,-63.93618072807043,-105.80208352801378,0.0,0.0,1.0,1.0,1.0,58.21212121212121,-38.37755102040816,0.038263257055378516,-55.96505996580563,-104.30309923216139,0.0,0.0,2.668368445540583
-0.08389028762802148,-63.08660928484114,-105.65853800723714,0.0,0.0,0.0,0.0,1.0,63.464646464646464,-38.19387755102041,-0.03033943286130794,-56.4837581575387,-104.40560488251798,0.0,0.0,1.6571807861393513
0.08623301437043443,-64.53116261664934,-104.43738349446507,0.0,0.0,0.0,0.0,1.0,58.21212121212121,-54.13265306122449,-0.057307955571543154,-52.59888639190616,-105.09620254187483,0.0,0.0,2.227015193879776
-0.06762901623714618,-64.71113513432205,-105.16455234275033,0.0,0.0,0.0,0.0,1.0,65.78787878787878,-37.39795918367347,0.04458561432307112,-56.0861849782683,-105.78448559354824,0.0,0.0,3.0423929882364433
-0.005202612451190154,-65.37459799519252,-105.4408113273137,0.0,0.0,0.0,1.0,0.0,64.67676767676768,-52.234693877551024,0.019335073321905368,-54.961581857645825,-105.02355656127311,0.0,0.0,3.5029593316987775
0.05684871304105159,-65.19564939501203,-104.9483579039971,0.0,0.0,1.0,0.0,0.0,63.464646464646464,-51.56122448979592,0.0651059479284084,-54.77143149027229,-105.29490966882457,0.0,0.0,3.4642675320276695
-0.08417000136309524,-64.59402230125009,-105.34470916901893,0.0,0.0,1.0,1.0,1.0,57.2020202020202,-52.234693877551024,-0.01064544961993178,-56.152635628916144,-105.95721905366331,0.0,0.0,3.1312288027702593
0.07657624730248618,-65.71225499355616,-105.97731749129277,0.0,0.0,1.0,1.0,1.0,63.56565656565657,-37.88775510204081,-0.050896202179307765,-56.19687572524422,-104.72021717902756,0.0,0.0,3.974327090887485
0.0018593163295912319,-62.88967407559299,-105.48438997336774,0.0,0.0,0.0,0.0,1.0,65.58585858585859,-38.19387755102041,0.012486330011348079,-55.852646373506154,-104.10124604925086,0.0,0.0,2.130632467913877
0.00028809759042721316,-64.60995253339452,-105.71384045075348,0.0,0.0,0.0,1.0,0.0,66.8989898989899,-54.316326530612244,-0.060785673545092754,-53.06497314977726,-104.54485366783688,0.0,0.0,2.989473382826681
0.02493569673990208,-64.89901833478605,-105.57152981632123,0.0,0.0,0.0,0.0,1.0,64.47474747474747,-51.98979591836735,0.039350618628385584,-52.677300149396345,-105.70043663439226,0.0,0.0,2.243818154217278
-0.05744409625200527,-64.90583369597536,-105.76177959697333,0.0,0.0,0.0,1.0,0.0,64.47474747474747,-36.357142857142854,-0.034568733915793876,-53.092992474941504,-104.76533307467686,0.0,0.0,2.7513437084480756
-0.07459887881286391,-65.42749843798141,-105.08152206518116,0.0,0.0,0.0,1.0,0.0,66.5959595959596,-53.45918367346939,-0.01070796863115062,-56.19245388333094,-105.46104576024527,0.0,0.0,3.9578200315583114
