point.objects.object0.heading,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.velocity[0],point.objects.object0.velocity[1],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],rho
0.00866737764528121,-64.89991909525133,-105.16663603986319,0.0,0.0,0.07750705401269074,-54.217882770871704,-104.14031372399411,0.0,0.0,3.6396362935776825
-0.04380324991268163,-63.84822637382883,-104.30391414570184,0.0,0.0,-0.0640424392488528,-54.957482508618554,-105.03790786770276,0.0,0.0,3.792618894175039
0.06177774977352225,-63.043800247329486,-104.81702737847652,0.0,0.0,0.08271162325325597,-53.91525465770936,-104.39993025379489,0.0,0.0,4.07195281559053
-0.0020323772828075427,-63.53572118859648,-105.59969581669034,0.0,0.0,-0.07219440520885266,-54.73413870359051,-105.61587720324455,0.0,0.0,3.7223263711852823
0.07456951493227613,-64.31910742605275,-104.40868220680713,0.0,0.0,0.02307583345118224,-53.504661699750585,-104.97468583863294,0.0,0.0,3.4806137870139597
0.0013848514559951042,-64.17443712087145,-105.6622702606927,0.0,0.0,-0.05900845811009391,-54.427861842453325,-105.09554712242242,0.0,0.0,4.675126905851279
0.08100244581226879,-64.22887302350908,-104.44047564394495,0.0,0.0,0.06149192868943022,-53.07376807452113,-105.66561864065129,0.0,0.0,3.587415724257541
0.029905248483484304,-65.67062182053273,-104.30093977620663,0.0,0.0,-0.00532244635991045,-54.479616353538084,-104.39520464774111,0.0,0.0,3.2965731559057616
-0.03750714698233788,-63.205308716904256,-104.85504664227255,0.0,0.0,0.034640842184256386,-56.38355380237641,-104.97756952326507,0.0,0.0,1.7672399818455258
0.01214862279189349,-64.55929985193652,-104.58582723683587,0.0,0.0,-0.08522030566223841,-53.29354970220992,-104.01617708590892,0.0,0.0,3.1644043868666447
-0.031829328312942134,-64.00758250166213,-105.56321062183238,0.0,0.0,0.026698000534003254,-55.060346549532824,-105.08894016040792,0.0,0.0,3.940959749376912
-0.05987523625865764,-63.66838121628525,-105.55508654184632,0.0,0.0,-0.012194767867362694,-56.32284132166642,-104.78267432188237,0.0,0.0,2.336571845104319
-0.08359217627631514,-66.48264550240067,-104.72913039778837,0.0,0.0,-0.038083097521183204,-53.66891375848714,-105.53726825551637,0.0,0.0,1.8224063417149292
-0.008964927449995792,-62.58178913424734,-105.88229342494192,0.0,0.0,0.0751965263042605,-55.45689910498058,-104.87232970582802,0.0,0.0,2.1753156520326113
-0.06167100027393479,-62.55601200886899,-105.53485824976285,0.0,0.0,-0.026248113724016378,-53.97106302439943,-105.96622486032663,0.0,0.0,3.5486497386951523
-0.0857926989561087,-63.97729396693816,-105.62793416284723,0.0,0.0,-0.030273885065560512,-56.38387880359269,-104.8189472492337,0.0,0.0,2.5889637689880454
-0.04909738804386725,-63.62022350760808,-104.65646964947754,0.0,0.0,-0.008301421989921834,-52.531241214542014,-104.15687721229777,0.0,0.0,3.7160012230221113
-0.029471141256347,-63.71110762929779,-104.30082594946653,0.0,0.0,-0.007983333568165942,-54.39522579907233,-104.52434331087173,0.0,0.0,4.256009206331223
-0.01183114780999582,-64.52712381962513,-105.40455820233842,0.0,0.0,-0.013671082117028242,-54.13760161315164,-104.0561908070077,0.0,0.0,3.997013370967071
-0.05070881329189207,-62.91875860398531,-104.42692365015333,0.0,0.0,0.07432516525852625,-54.40496758660371,-104.6339776289525,0.0,0.0,3.4478479203293357
-0.06544476718947072,-66.46745062626177,-104.7740966687996,0.0,0.0,-0.05624362974913376,-53.24980586756365,-104.23014733508418,0.0,0.0,1.3260285420191629
-0.012126839802114585,-63.30041326212497,-105.71040746080811,0.0,0.0,-0.0073024061592053035,-54.23175247222072,-105.13634606833119,0.0,0.0,4.022108736444281
0.07383572785053112,-65.75721143405407,-104.48301911778121,0.0,0.0,-0.0808032779757864,-53.81550699288527,-104.42989389635497,0.0,0.0,2.3499964128951483
0.0847439461294533,-65.79618374804983,-104.25308381003163,0.0,0.0,0.022358477573893733,-56.41225260444109,-104.79923550091095,0.0,0.0,4.316332721621963
0.03048001808087587,-63.904182469494,-105.12893531828387,0.0,0.0,0.010312840314202466,-55.87391781218485,-105.21387138328244,0.0,0.0,2.8114585995276933
-0.008351811823362757,-62.535375625777036,-104.90164666385503,0.0,0.0,0.010874383356992883,-56.44857357221147,-104.52030890427216,0.0,0.0,1.0474233091557004
0.07991344132763906,-62.90069434362829,-104.12245673444743,0.0,0.0,0.047224565569209696,-56.471885965122205,-105.67371935688911,0.0,0.0,1.5713896146154367
0.04078601900759968,-64.29675276035748,-104.38538161188265,0.0,0.0,-0.048569675775961725,-54.239432248405926,-105.02603590955786,0.0,0.0,4.425231006881226
-0.0440860213304939,-64.10063481769976,-105.16146282399933,0.0,0.0,0.07446267815268406,-55.31498609253024,-104.11048891922906,0.0,0.0,3.5876015820541625
-0.08330306791933073,-62.97926116201115,-105.44598942482082,0.0,0.0,0.011952887822899999,-55.505492364128,-105.56619461033956,0.0,0.0,2.449200878727998
-0.07238869106949601,-64.85839397932203,-104.36482509251222,0.0,0.0,-0.07505901839929087,-55.40155793093832,-105.4348000091476,0.0,0.0,4.501169365633153
0.031074106359322153,-65.78751529697465,-104.4446179601696,0.0,0.0,-0.03302458910376336,-53.1491355699267,-105.92651807534976,0.0,0.0,1.947336975660562
-0.07926857656962803,-64.88628042389689,-105.46011858112107,0.0,0.0,-0.019773152713789037,-54.65131505469135,-105.23293290827537,0.0,0.0,4.1016705905427155
0.0045607790090749474,-63.27617875520431,-105.88355515323009,0.0,0.0,0.08466861504475486,-54.70668778221205,-105.91697230398117,0.0,0.0,3.4357513328005176
0.08269696445658005,-63.91782415209791,-105.22619943712958,0.0,0.0,-0.07670873470095078,-53.93018541025166,-105.70245526831812,0.0,0.0,4.464893030395293
-0.05848732883248821,-65.37970664176727,-105.15805223168853,0.0,0.0,0.030122491322877382,-55.707354457914924,-104.78955533485495,0.0,0.0,4.625989718226609
0.013290796008448425,-63.9105586110349,-104.81921465890285,0.0,0.0,0.03758712667239984,-54.033819489272155,-104.25483530510743,0.0,0.0,4.500641781187424
0.03681275187805695,-64.7378137786031,-105.15053056922326,0.0,0.0,0.04610050492648037,-55.617719495531354,-105.45145842403335,0.0,0.0,3.9934555630142583
0.06788709686250202,-62.99699957800954,-105.8321203469915,0.0,0.0,0.010312381203537833,-55.32290479663464,-105.1589711222022,0.0,0.0,2.679702376648774
-0.05920949001667749,-64.27940256893486,-104.41525508094537,0.0,0.0,-0.0050717837416114995,-55.11711303518513,-104.93621278936182,0.0,0.0,4.04600275972216
0.05664602856308136,-65.25083639904034,-105.73198468939951,0.0,0.0,0.050299780037904786,-55.3539332434979,-104.4392053859245,0.0,0.0,4.636208447778252
-0.021310108057669874,-63.17351831120854,-105.43119374320038,0.0,0.0,-0.04255096889074508,-54.162901875164785,-104.7665929337287,0.0,0.0,4.0278297349293695
-0.08167867563010352,-64.14922873814014,-105.27905297582318,0.0,0.0,0.011174807641147567,-52.53848605618205,-105.11770961591544,0.0,0.0,3.1252133337751395
-0.0803707721854671,-65.4924805839053,-105.59910440307232,0.0,0.0,-0.039969263209600786,-54.981946275650174,-105.00967163648295,0.0,0.0,3.7682028773660345
0.0260396734787236,-64.40840505491661,-104.31655462582222,0.0,0.0,-0.05501625734169897,-56.28823566885583,-105.03427986369347,0.0,0.0,2.9758914871714497
0.03458905131376694,-64.79110126388434,-105.34702228997755,0.0,0.0,0.08116124896792423,-54.471990781497446,-105.62456582250006,0.0,0.0,4.118289513538789
0.020759656308680683,-63.2949338825172,-104.1524902001008,0.0,0.0,-0.029915657418335784,-55.9524145020291,-105.41436019985521,0.0,0.0,2.4199460227205964
0.03150503173675202,-65.32649673424264,-105.35266727501116,0.0,0.0,-0.032341919756106244,-53.33464679318877,-105.85563339878456,0.0,0.0,2.2420336510388523
-0.010291580218892725,-66.04606992270392,-104.72733345197742,0.0,0.0,0.0818387473964948,-53.01630904335921,-104.96366430766572,0.0,0.0,1.7010801127905193
0.06336610932558978,-64.61184575973228,-105.74149297821033,0.0,0.0,-0.02267803657560399,-55.47933596850717,-105.97873549606604,0.0,0.0,4.029778757940459
0.03607530783747003,-62.970971141093386,-104.91462635896016,0.0,0.0,0.05058318747741001,-52.76441034763234,-105.26543711242184,0.0,0.0,4.386583105466853
