ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
5.415520179380281,-44.64572569034583,-2.9576081631273348,-3.8981781996081244,-45.63714504918563,3.1368020390180487
6.280938308972284,-45.18155699536974,-3.0778711048194123,-4.600665627352728,-45.03413249385419,2.979557287956868
6.15926121049479,-43.78892432116023,-3.026772819563632,-4.557806994068211,-45.3345578211068,3.1263550284494954
5.440616901663802,-44.9207129502808,-3.0519272602027465,-3.667074879471363,-45.341487520811604,3.1183809826952946
5.424721934643047,-45.50315568767575,3.0918864540097366,-4.034547913151827,-44.79367351735051,3.0140475068105244
6.115807189578043,-45.318143550051595,3.0828891877596587,-4.516178814513731,-44.71830602929935,3.09227908143372
5.477756702551045,-44.61756100131455,-2.935934052943914,-3.2172586171579116,-45.657420418865506,-3.135268978212436
5.791993488399708,-45.20794154144266,-3.095524473023238,-4.575866111983511,-44.83728764377309,2.9817498819078954
7.109300120469772,-45.010955111465606,-3.0766075987747405,-4.500070061300082,-45.32656261311861,3.074559359866172
6.022417103572167,-45.556412697685246,3.0696132815331865,-4.600222115086687,-44.73014902059568,3.094168538405766
5.427742008812915,-44.35908498737103,-3.093167414763212,-4.435230402023818,-45.267877228622496,3.067359025673895
5.981045986651495,-45.12300903394856,3.10967653423572,-4.569289275058538,-44.65015103542794,3.1058115805963142
5.62749705614431,-45.67540534025914,3.0671309382608083,-4.566822120529537,-44.74347771161016,3.0397948005176447
5.40962112595167,-44.45534671502277,-2.9860482619335875,-3.6324145676504838,-45.375371523109784,-3.124956828175049
5.708701390893428,-43.79051913459849,-2.9763016299742664,-4.547197795153277,-45.36396053541689,3.1325367935705577
5.623145097951484,-44.75979293411455,-2.9892037099598294,-4.517990356026067,-45.633496843007286,3.117167390014859
6.042081481989825,-45.28355976755109,3.1134275836930536,-4.553069297743871,-44.68325829259049,3.019493101645812
6.752188227694213,-45.41437448824556,-3.1065614927381424,-4.58284880224739,-44.71373222223281,3.0008674646806486
5.425886285454457,-45.76434842464153,-3.080990709936982,-3.880932520071168,-45.103456903120346,3.030257250076556
5.648510594524525,-43.88159868189413,-3.0073295919087983,-4.506022171980423,-45.56158838220871,3.140549427472299
5.452726582694834,-44.207475965985346,-2.8914999785023223,-4.304014207854778,-45.622497430396606,3.0811526619554037
5.498744163232302,-44.67384751838509,-2.972025780520795,-3.3247643352382465,-45.61463552828147,3.1333787163118187
5.499834193312667,-44.442094285146545,-2.9460078682935493,-3.4313679964505126,-45.450017108440754,-3.1306865934032277
6.078930357561152,-44.07100454120707,-3.0356436131952793,-4.5772728231197375,-45.36447045315822,3.126600255774068
5.4305164941312505,-44.64722573848965,-3.026255030089129,-4.0574892647530065,-45.393284326493855,3.123483192268219
5.843524425196341,-44.86274523411632,-3.046135808865897,-4.564947946026385,-45.2533950780772,3.0563936867617967
5.817339150697481,-45.73054992543686,-3.1034234546438486,-4.560653193848715,-44.79352009432666,2.9861669053885898
5.465337283883514,-44.736584216071535,-2.938341450795486,-3.244888788404523,-45.67353968923544,3.1406184623574633
5.63027040208521,-44.725396432819274,-2.9904383659229334,-4.5145362645823255,-45.63295722232559,3.119203463895834
5.417391877686364,-44.806503932959835,-3.0408355651808727,-4.481113016819071,-45.16628441807928,3.0260036726595403
6.402556456876144,-45.17974124487476,-3.0866974541153516,-4.53850416945439,-45.14264487832635,3.0226622965663954
5.6961905740113234,-44.246701518192936,-2.9308328767282688,-4.541586290315616,-45.59295721166031,3.1227232591492555
5.400015287452753,-44.489684338470795,-2.937824691419699,-3.0185514900639436,-45.58127858628595,-3.125595053180723
5.398028591824689,-44.781647869626774,-2.955075888014391,-3.357760244589328,-45.653612771026395,3.14131518337205
6.780839383889548,-45.419315730712746,-3.1273331302961833,-4.51268012499174,-44.76567452011448,2.9993227994742955
7.621902090687344,-45.432224779021084,3.103417811605588,-4.528819032751921,-44.72852051095194,3.007565025683731
6.29127611325489,-46.35892942721222,-3.1063889046641258,-4.513023279450989,-44.764339360794644,3.0498181178902963
5.44506273410971,-44.16160685563759,-2.983634327913563,-3.62698761094169,-45.39379456057151,-3.1182081871394463
6.373061164929125,-45.50430690861188,3.1097574291488814,-4.592693824152759,-44.7382312497941,2.994755882773281
6.55330753453409,-45.45650265010921,-3.1277253191151724,-4.536976234836474,-45.03365047364181,2.981404146083219
5.616086954374458,-44.74767982459893,-3.04390112346135,-4.550387555656167,-45.38144078983824,3.1165818510359493
6.904119095137121,-45.00270401881037,-3.000435000282914,-4.5714222528728445,-45.66281837270469,3.0887750799230984
5.642278491500882,-44.73091286719752,-2.989474947322092,-4.51298073428012,-45.642301816691614,3.115533241368535
6.205478616901276,-44.48225795549852,-3.04469836538619,-4.577966027341826,-45.24068379709897,3.056628516045003
6.059489854186098,-45.39147984326064,3.1036680397837197,-4.5441403114131615,-44.74416663316234,2.9967515617117835
5.629948465946062,-44.87277659811329,-2.9843970167485097,-4.507276286977056,-45.66286399077769,3.11191975928845
5.613195307313711,-45.30184254288792,3.116095748094885,-4.558299153536807,-44.75783019770861,3.0052113430338245
6.467367827858411,-45.58434163653963,3.0659957292115028,-4.5388060051499775,-44.69201571797397,3.0592134194860257
5.497863717996085,-45.42254376453691,-3.1384358333558726,-3.9077922082774896,-44.95301098001176,3.0040240308629054
6.892922091805209,-46.26609965812331,3.0293937771831416,-4.5140956688155285,-44.68225971702544,3.0232071535362537
5.494717529886367,-44.77674805437651,-2.949807208681242,-3.2531150018814996,-45.669582406860954,-3.1414031433194336
5.485701062879887,-43.980226744155516,-2.889347430538486,-3.0670148135286643,-45.569531580515445,-3.098000608433711
7.229050388138458,-43.94612882247108,-3.0232578350131414,-4.589288158874282,-45.365685622180195,3.1261841781227075
7.523422777285195,-44.777392365745165,-3.059705986164248,-4.542234184795701,-45.32541633028987,3.1042619429174745
5.494918438318793,-44.57634028033796,-2.9709101386287737,-3.48108889917904,-45.47263052245933,-3.1336347265806577
5.654272892337277,-44.824326421779354,-2.9924179876976873,-4.503534138773778,-45.653204320742226,3.114049288255215
5.6090709780361,-45.561408336972384,3.058723809049002,-4.5438038888983225,-44.703913338394806,3.094505955744162
6.875684991837652,-44.54623840770601,-2.9738731375235994,-4.536881055150694,-45.66418193890321,3.1196752589479155
