sample_ind,rho,sim_steps
77,4.48680390433392,662
78,3.0869546213007535,654
79,4.625654256620878,680
80,2.2747292663448633,663
81,3.6371093172647324,681
82,3.5003589452585153,671
83,4.1331596411501295,662
84,-0.023862437799232694,577
85,3.2329996453026286,667
86,3.905922930365165,683
87,-0.10001904762833824,535
88,3.5838611077085503,654
89,4.6397566105787895,670
90,4.302742474152517,657
91,3.4969800918234615,672
92,3.2797881763368384,666
93,2.2435950072191524,652
94,2.249942236567186,662
95,-0.10368468583477153,466
96,3.388051174336436,681
97,2.9405759665232765,677
98,4.654445261859994,668
99,4.3514207443929305,656
100,-0.01062389936571595,461
101,3.3004698279732185,683
102,-0.06892185464168499,470
103,4.67008841477001,680
104,3.956114883948292,661
105,2.274828408555333,675
106,4.495170118210504,664
107,4.326959510138376,684
108,3.011009218023098,663
109,3.80235215370592,681
110,3.81390498058356,683
111,-0.0030804968733288973,567
112,3.505151422403907,671
113,3.0977427738658854,667
114,3.0166019896956193,656
115,2.26574883777047,675
116,3.950655422919029,676
117,2.8214666858064836,676
118,3.523772210758162,678
119,-0.006885555198953064,474
120,2.9939607490383437,675
121,2.8149747698586527,670
122,2.3239700497013303,662
123,3.5941763218820615,682
124,4.248990102992924,683
125,3.5497597558204106,652
126,2.278421368434085,652
127,2.7822476420552817,654
128,4.162574304970532,677
129,2.2691473912276923,676
130,4.443698551748383,663
131,3.045432686547276,676
132,3.6366200611191104,681
133,4.005035081568364,676
134,2.655107567601494,662
135,4.204193656171277,656
136,2.2742425746565473,654
137,3.8202739100187024,680
138,-0.02968621100067903,418
139,2.825290610952834,673
140,3.779328133047752,673
141,3.637100349595997,675
142,2.8770984954271235,654
143,2.2480132660698544,662
144,2.2778337181645387,674
145,3.65808698871232,674
146,2.248950300642985,677
147,-0.06361915664708562,616
148,3.296807367566217,681
149,2.3275214771367683,671
150,3.4998398592092475,667
151,3.7815578169872257,680
152,-0.09863022673376776,599
153,-0.0868764554947754,464
154,4.428011572800768,664
155,4.051916259281503,677
156,4.3568765830238565,669
157,3.288698441194855,674
158,4.407977571264887,663
159,3.907471361892501,680
160,2.2818402789193986,677
161,4.357514963906027,665
162,4.030403220991461,676
163,3.5968166563419466,678
164,3.8114171866134594,682
165,3.5111149519494536,680
166,3.8418050759939195,681
167,4.020534537006407,655
168,3.460674148685431,667
169,2.770960820572448,659
170,2.8300693266717616,677
171,3.3251830075654105,676
172,4.3631573018629055,655
173,4.501347554397652,665
174,2.324605191752344,673
175,2.1543654032944826,677
176,3.4424047395306303,674
177,4.051419434233443,655
178,2.8885899001098494,674
179,2.834433675352134,675
180,3.4425556983056236,675
181,2.289321444698114,677
182,2.272744196093644,678
183,3.9411909119589037,661
184,2.2521704186357336,675
185,2.8354355635686668,678
186,2.82144412636333,674
187,3.99834378953274,653
188,4.0668007575476395,677
189,3.494846609511079,666
190,2.248504925547275,663
191,3.0547926847535543,676
192,2.325587562984012,655
193,2.2447541595813814,654
194,3.8719944116130875,653
195,3.609901686835066,652
196,3.553784367482896,677
197,3.459778400406041,674
198,3.20822475453277,674
199,2.2491652084143556,677
200,2.80454587359983,667
201,2.268688344798843,661
202,-0.021541447173754058,457
203,3.7499824823710775,674
204,4.031959454930906,663
205,3.0601666869982243,658
206,3.4309228975190624,678
207,4.394872386080809,664
208,-0.06070535432562352,615
209,2.272273356740028,663
210,3.502400155870733,672
211,2.525672251471044,670
212,3.9824180710731536,677
213,4.128314747381911,655
214,2.836037644865918,671
215,3.0231273750215646,656
216,3.781582644702029,681
217,2.9897166555214314,679
218,3.6565095247799615,681
219,3.1656048821654235,677
220,3.4255975621592984,677
221,4.193766556771365,683
222,3.4408604085192103,673
223,2.9875285462201155,679
224,2.52523855512107,676
225,3.401559085840871,666
226,2.522037594408383,663
227,2.2912898470876346,678
228,3.894592044056827,663
229,2.3241934743027723,673
230,3.021933538880587,681
231,3.033948969148385,674
232,3.2076662434889993,676
233,3.50072742806565,675
234,4.5044729813107,665
235,2.5257359846416696,687
236,3.0108033049130523,652
237,4.00530535597397,679
238,3.2876213156582867,682
239,2.325608471708879,655
240,3.2803449517319194,672
241,2.5252456347081624,682
242,4.688905044854529,679
243,2.2703201040625967,676
244,-0.061864276755938974,580
245,3.9399212311438934,656
246,2.8871067057501776,677
247,2.5256060554629665,685
248,4.562774955773987,673
249,3.8897877258240765,674
250,3.8137334085918866,684
251,3.9806664429406133,674
252,2.883786468605237,674
253,3.166639285530376,661
254,3.287247834018107,670
255,4.329965400982124,676
256,-0.09130690298339061,427
257,2.2623122302452394,677
258,3.10784847635321,676
259,2.280807741557755,677
260,-0.06166797916044242,463
261,2.525661367304112,674
262,2.2511852378036057,664
263,2.8206152725736375,673
