sample_ind,rho,sim_steps
41,4.311665509466589,1090
42,4.0388506959674455,1107
43,1.959622548441617,1098
44,4.2773455717565625,1097
45,4.035513208276916,1122
61,4.192327143812001,1105
62,2.2143466019216085,1090
63,1.9607858167196728,1103
64,3.3094925099982255,1088
65,4.436592946817806,1095
