sample_ind,rho,sim_steps
261,3.7523295677442103,682
262,3.7385219358235027,682
263,3.251194618902721,677
264,3.7446928532069954,683
265,3.328240933490191,674
266,4.469508969502444,678
267,2.5077576608527092,679
268,3.7400871507100817,685
269,3.696636128687068,676
270,3.696568981504889,677
