sample_ind,rho,sim_steps
387,-0.032213302938734145,1670
388,2.2160361421322854,1749
389,2.602215367673411,1747
390,3.916235945487262,1738
391,3.6786339927510454,1737
392,-0.008018574055219219,1389
393,3.3057363142026404,1766
394,2.6992880529698304,1726
395,4.521125576433471,1778
396,4.115141864967384,1733
397,1.1270411114824146,1982
398,4.2157030058327845,1744
399,2.095275771855171,1985
400,2.609709283778864,1763
401,3.336967339114283,1735
402,2.7574110805539824,1758
403,3.314367849429402,1739
404,2.6805218540890063,1730
405,2.2399338807803773,1757
406,3.261199123138738,1993
407,2.378392064370364,1738
408,1.7441107001508112,1991
409,4.382607223745206,1757
410,1.7299275035383879,1727
411,3.1550015850431077,1984
412,3.683955515823037,1754
413,2.8062922390326657,2018
414,3.19890519527436,1702
415,2.0721413510103694,1713
416,3.4442772801549957,1718
417,2.5630328484589224,1990
418,4.345557098920054,1772
419,2.8768308116040675,2011
420,3.9921228303174683,1763
421,-0.013969550106551765,1400
422,3.6694675984990948,1733
423,4.483327483184471,1757
424,4.451421495538478,1753
425,3.542736272775599,1769
426,2.0464578460347163,1716
427,-0.03866397526108223,1540
428,3.7504740430511756,1724
429,2.69611711094303,1731
430,-0.06755718423905854,1673
431,1.8657935006273707,1754
432,3.809045596957594,1753
433,3.792411125755015,2001
434,4.497630350941096,1752
435,1.4212356620483764,1988
436,4.235505583562643,1769
437,3.4158285117284866,1746
438,2.234701342183733,1995
439,3.643722587508522,1985
440,3.128257532775173,1762
441,4.40593802770756,1754
442,3.4060484909579163,1709
443,2.3669316056482694,1744
444,-0.0004059583728626137,1466
445,3.936138077212931,1745
446,3.4949287211291455,2020
447,-0.02968201234755874,1465
448,-0.03591983895212714,1470
449,2.9114880052781675,1753
450,3.049667155114186,1726
451,3.173342053993668,1747
452,-0.09848267938680877,1585
453,-0.06547411423868255,1600
454,3.023781701966918,1730
455,3.918309088683433,2000
456,2.7198158271238144,2021
457,2.842139295193096,1760
458,-0.059917496088010225,1535
459,3.1529249695712274,1991
460,3.5965734155575664,1985
461,3.408945612936469,1733
462,3.5134973506655296,1996
463,2.3972820001323445,2018
464,1.8906054130536738,1754
465,1.8912185571101894,1991
466,3.7983298252111446,1736
467,2.300092860982298,2009
468,3.253689768796715,1997
469,2.270760229984024,1750
