ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
41.41909597944668,-78.4874201435708,1.2792309849033725,44.45244170702911,-68.42323871960407,1.3825545001047066
41.41794777514499,-78.47819224884776,1.2898340344948913,44.305183483885735,-68.89129087484632,1.3759053643900172
40.522604732697886,-80.45432493471337,1.2496483410228254,44.424840783225584,-68.41743931259549,1.3818974477154276
40.83926703411896,-79.63990459391205,1.2502238586755738,44.410139069250974,-68.41385245925827,1.3824005443139802
40.50759886737337,-80.36505070342633,1.2293781366144645,44.456024634420025,-68.40858576349964,1.3817415001262934
41.2634279853751,-79.26019964526952,1.1805471411095314,44.40552465507153,-68.4728459139929,1.380716820176202
41.036773870818834,-79.54246680269496,1.2916985849641203,44.443646609993635,-68.46103464576308,1.3805126755282788
41.45550942144783,-78.41033004605033,1.2688121893856648,43.99051226233298,-70.54716574870511,1.3468217873407784
41.19826208284536,-79.25373406065465,1.2183367162531626,44.449099155693375,-68.49558263558934,1.3807433071326098
41.2783181740491,-78.93649351722017,1.297839512023406,44.38086116109537,-68.41194296768172,1.3830904389949732
